release_id,speed,package_release_month,speed0,time_diff0,dep_release_month0,prior_versions0,num_with_cves0,total_number_cves0,sum_days_till_first_cve0,ave_num_dependencies0,speed1,time_diff1,dep_release_month1,prior_versions1,num_with_cves1,total_number_cves1,sum_days_till_first_cve1,ave_num_dependencies1,speed2,time_diff2,dep_release_month2,prior_versions2,num_with_cves2,total_number_cves2,sum_days_till_first_cve2,ave_num_dependencies2,speed3,time_diff3,dep_release_month3,prior_versions3,num_with_cves3,total_number_cves3,sum_days_till_first_cve3,ave_num_dependencies3,speed4,time_diff4,dep_release_month4,prior_versions4,num_with_cves4,total_number_cves4,sum_days_till_first_cve4,ave_num_dependencies4,speed5,time_diff5,dep_release_month5,prior_versions5,num_with_cves5,total_number_cves5,sum_days_till_first_cve5,ave_num_dependencies5,speed6,time_diff6,dep_release_month6,prior_versions6,num_with_cves6,total_number_cves6,sum_days_till_first_cve6,ave_num_dependencies6,speed7,time_diff7,dep_release_month7,prior_versions7,num_with_cves7,total_number_cves7,sum_days_till_first_cve7,ave_num_dependencies7,speed8,time_diff8,dep_release_month8,prior_versions8,num_with_cves8,total_number_cves8,sum_days_till_first_cve8,ave_num_dependencies8,speed9,time_diff9,dep_release_month9,prior_versions9,num_with_cves9,total_number_cves9,sum_days_till_first_cve9,ave_num_dependencies9,total_num_cves_in_period,num_dependencies
com.ibm.websphere.appserver.features:baseBundle:24.0.0.4,0.0321412403802625,April,0.0330752990851513,0.0006481481481481,April,10,0,0,-1.0,0,0.0336617405582922,0.0006134259259259,April,10,0,0,-1.0,0,0.0321412403802625,0.000474537037037,April,10,0,0,-1.0,0,0.033099297893681,0.0004398148148148,April,10,1,1,131.9974537037037,0,0.034274193548387,0.0004050925925925,April,1,0,0,-1.0,0,0.033099297893681,0.0003587962962962,April,10,5,5,378.34858796296294,0,0.034274193548387,0.000324074074074,April,1,0,0,-1.0,0,0.0321412403802625,0.0003009259259259,April,10,0,0,-1.0,0,0.033099297893681,0.0002662037037037,April,10,0,0,-1.0,0,0.0321412403802625,0.0002314814814814,April,10,0,0,-1.0,0,1,1006
